Country,Composite_Score,Health,Ecosystems,Waste,Climate,Rank
El Salvador,-0.07553375528120254,-0.32638087793462756,-0.6312332278848221,-0.3620933811891253,1.0175724658837648,127
Guinea-Bissau,-0.0781886277416945,-1.2320910988273661,0.3234114772660046,-0.6019148791843557,1.1978399897789391,128
Gabon,-0.07895959022709131,-0.5467817124592145,0.8606144345400703,0.21384522624798824,-0.8435163092372093,129
Guyana,-0.08669314025743803,-0.49374304194845486,0.3951835693237774,0.2553044862914093,-0.503517574696484,130
Liberia,-0.09400916410875831,-0.9271883620810486,-0.48691781799057615,-0.8350527665270154,1.873122290163607,131
Central African Republic,-0.09451765762914796,-0.7037665610044717,0.8664392782486563,-0.6357404508649802,0.09499710310420374,132
Fiji,-0.09453951402558167,-0.12918708504587617,-0.3610043120227663,-0.17102495330047138,0.2830582942667872,133
Burundi,-0.10032151132159545,-1.0092806224727437,-0.5166416290508078,-0.7484860839264376,1.873122290163607,134
Botswana,-0.10249821441509047,-0.9479826459120975,1.0124180903190094,-0.168986780971994,-0.30544152109527983,135
Bangladesh,-0.10421403355248182,-1.0621611442080283,-0.24041051946907369,-0.5908260017943167,1.4765415312614913,136
Solomon Islands,-0.11056087856844282,-0.6161464814181251,-0.7308748994252676,-0.9605117879902397,1.865289654559861,137
"Congo, Rep.",-0.11064476158762213,-0.9837969434805125,0.7891752495488173,-0.2660309595936684,0.01807360717487503,138
Grenada,-0.11317790022701123,-0.05877128339212179,-0.8587511190915633,0.04006363638735472,0.42474716518828554,139
Cayman Islands,-0.12697105386897872,0.0888246866863644,0.33477562484362977,-0.01809799071637641,-0.9133865362895326,140
Paraguay,-0.13998481921679243,-0.036122923509237216,0.11981185763036886,-0.2685892411950575,-0.37503896979324386,141
Togo,-0.14081565363419007,-1.088794997046372,0.14137916006964293,-1.1606608340840268,1.5448140565239956,142
Romania,-0.1609272002251339,0.059274655300179016,0.11086621504905633,-0.5416481410499913,-0.27220153019977966,143
British Virgin Islands,-0.1671344019348541,0.49475535036657053,-0.50943705521878,-0.09379527216566935,-0.5600606307215376,144
Bahrain,-0.17052724456239268,0.01503602180807656,-0.4619810282566086,-0.22911617878328233,-0.00604779301775636,145
Cambodia,-0.1911029887573542,-0.6465297391682734,-0.19954218667440835,-0.5876914415626577,0.6693514123759225,146
Indonesia,-0.19146652958034918,-0.7791996164138719,0.14257070262374189,-0.34460749858060513,0.2153702940493384,147
Mali,-0.19262906210979028,-1.0525478803703876,-0.11183929143565573,-0.4745307510186709,0.868401674385553,148
Somalia,-0.1936771996665058,-0.9716602877737479,0.1101361191634417,-0.8737074515420462,0.9605228214863292,149
Honduras,-0.19468634024188186,-0.7466389748656325,-0.10212812196047058,-0.712922376939836,0.7829441127984116,150
Barbados,-0.19781067653053674,0.6467371256914469,-0.8255718432197867,-0.40263373320597495,-0.2097742553878323,151
Equatorial Guinea,-0.19941858752426986,-0.656171127858974,0.7185764386602775,0.5384236944510337,-1.3985033553494166,152
Dominican Republic,-0.20880166539038686,-0.43190689250793957,0.1558904392630587,-0.7885891034473415,0.2293988951306749,153
Kyrgyz Republic,-0.20914120064295433,-0.5480278285020496,-0.24384048079351245,-0.517647490513467,0.4729509972372116,154
Mauritania,-0.21139360143302122,-0.823945081126544,0.23129458440497763,-0.5966169346177487,0.3436930256072302,155
Cameroon,-0.21337194473501048,-1.2092896449875499,0.13088968084382557,-1.0595544162525101,1.2844666014561923,156
"Taiwan, China",-0.2140486620810457,0.5728710684207705,0.428169428321892,-0.5162100858145712,-1.341025059252274,157
Timor-Leste,-0.21801571012454699,-0.6792677160017421,0.08879604349650128,-0.33625604298830825,0.054664874995361115,158
Belarus,-0.22172773850820207,0.2635374797598771,-0.042618653110798196,0.05620109492752459,-1.1640308756094118,159
Morocco,-0.22177338304751304,-0.660586396893072,-0.9052290382009693,0.10293346607331363,0.5757884368306756,160
Papua New Guinea,-0.2289942852551326,-0.4619526513522927,-0.47274301707975497,-0.9073562847528639,0.9260748121643811,161
Malaysia,-0.23264086006490947,0.2524050753556404,-0.016376076596705924,-0.08630451819747231,-1.0802879208211,162
Nepal,-0.23706636505057016,-0.9575433831798384,-0.3501014845766456,-0.859347610501392,1.2187270180555954,163
Lao PDR,-0.2380742673283677,-0.837665548235205,0.15663256395785358,-0.38387487616466787,0.11261079112854841,164
St. Kitts and Nevis,-0.24156944646762252,0.2967406800816748,-0.4742615927667272,-0.45880426853415585,-0.3299526046512819,165
West Bank and Gaza,-0.24925466568861723,-0.252038961769369,-0.3020758167036263,-1.31284480795234,0.8699409236708665,166
Pakistan,-0.2524928503962492,-1.133468006848503,0.01328637441982905,-0.7147417485260699,0.8249519793697471,167
Madagascar,-0.25849897850391906,-0.959222299139717,-0.7422251863679477,-0.8069077329346281,1.4743593044266163,168
Chile,-0.26573163531826893,0.8057032493892078,-0.1320543187492223,-1.3102931398366022,-0.4262823320764591,169
Turkiye,-0.2755775171084981,0.06524343202347592,-1.250933068637143,0.5577098589597111,-0.4743302907800365,170
Bhutan,-0.27982846276190493,-0.8101143214240479,0.4908314120901987,-1.0377690608205732,0.23773811910680268,171
Oman,-0.2839879239640493,-0.19092211963956432,-0.3045482022737922,-0.6344335809250845,-0.00604779301775636,172
Chad,-0.2895393979000941,-0.5400570256834809,0.06618485015646178,-0.5651904793418308,-0.11909493673152659,173
Guatemala,-0.2962940763286105,-0.6480993019100577,-0.5664271208439229,-0.7383184075147511,0.7676685249542897,174
Eswatini,-0.2965447345917079,-1.0385234720362728,-1.0031312521584814,-0.0380214971586883,0.8934972829866108,175
Angola,-0.3010562881109382,-0.9886425408019467,-0.24568376565202238,-0.27458456692363103,0.3046857209338473,176
South Sudan,-0.30307398255069296,-1.0120618974066906,0.6716515169887325,-0.7924993477807366,-0.0793862020040769,177
Azerbaijan,-0.3178333544969325,-0.5014485929724561,-0.08201311204660061,-0.3458778923892444,-0.34199382057942895,178
Iraq,-0.3201078350444534,-0.12281631169399429,0.18687279922576436,-0.4425969506394796,-0.9018908770701041,179
Tunisia,-0.32091993720508394,-0.10347880942374779,-0.7402308180781826,-0.7309389878616128,0.2909688665432073,180
Haiti,-0.32742366855261285,-1.1180747282195778,-0.709742022757109,-0.9537042857984731,1.4718263625647086,181
Djibouti,-0.33183494755576864,-0.8717890170718917,-1.2410407090350857,-0.28753447260747783,1.0730244084913807,182
Montenegro,-0.34509870848257407,0.19153665952415086,0.027372564810133337,-0.8525071598159188,-0.7467968984486615,183
Mexico,-0.3467610226579464,-0.14124386017418905,0.10039319307379109,-0.932147149064761,-0.4140462744666267,184
"Korea, Dem. People's Rep.",-0.35150574909086063,-0.6463998310705629,-0.8200734693749641,-0.7543699078400307,0.814820211922115,185
Libya,-0.35259598336375236,-0.03251080967131346,-0.4865223191675556,0.16388047594023913,-1.0552312805563795,186
Uruguay,-0.36257787679516906,0.6927560910503316,-1.3225024909303202,0.3963458007180952,-1.216910908018783,187
Lebanon,-0.3708473253580819,0.06110312446571753,-1.232315733914748,-0.4198385043970409,0.10766181241374376,188
Bosnia and Herzegovina,-0.37489575915310236,-0.14799855635220374,-0.6183124146870014,0.1259095148714975,-0.8591815804447019,189
North Macedonia,-0.3773248235187876,-0.16002404098966833,-0.11716268116399474,-1.0913902085229004,-0.14072236339858704,190
Saudi Arabia,-0.3782972584565113,0.03317856242407326,0.5185907464512896,-0.07401937001988268,-1.9909389726815252,191
Argentina,-0.3844351373529139,0.5364927594160784,-0.3885254471279661,-0.913971227995397,-0.7717366337043708,192
United States,-0.39520219605825757,1.145512205530523,-0.23412870486295,-0.663634369735548,-1.828557915165055,193
Brazil,-0.4140368842696314,-0.007264438806322524,0.20317653736657246,-1.4885942617376344,-0.36346537390114103,194
Syrian Arab Republic,-0.46980317407172245,-0.29514919928931754,-1.3059993139203947,-0.8866249907673089,0.6085608076901314,195
Ukraine,-0.4700666122368582,0.145621473813988,-0.3410147338008265,-1.217479262048552,-0.46739392691204246,196
"Iran, Islamic Rep.",-0.4800880774185555,-0.19162997205276122,-0.11573537560110286,-0.4364082821104175,-1.1765786799099405,197
Algeria,-0.4884926694431989,-0.12530097641288437,-0.5009783806342045,-0.8961872315800836,-0.4315040891456232,198
Nigeria,-0.5019245433086794,-1.0940435781632036,-0.5371572750800577,-1.2982076784860883,0.9217103584946322,199
Myanmar,-0.5133750061575975,-0.8669566407994274,-1.062319577145202,-0.8437664362637985,0.719542629578038,200
Sudan,-0.5185003913142348,-1.2355058555349008,-0.5764481862217035,-0.830899596463016,0.5688520729626815,201
South Africa,-0.5208949133907523,-0.6133787808015756,-0.6823600487623157,0.3053456161495447,-1.0931864401486624,202
India,-0.5284078322213672,-1.1515161977567068,-1.3886632073244332,-0.1949112508220222,0.6214593270176932,203
Lesotho,-0.5600238331475716,-1.3721310047429391,-1.1127769804223575,-0.6090148640204872,0.8538275165954975,204
Russian Federation,-0.5670721428879646,0.3375430055260669,0.25542633387146696,-1.1893527078592616,-1.6719052030901307,205
China,-0.6129212199732481,-0.3731732808341056,-1.0608265087755857,-0.10967618440828097,-0.9080089058750203,206
Turkmenistan,-0.650242433320964,-0.16507917513990467,-0.21244509839490422,-0.23188299368612902,-1.9915624660629179,207
Mongolia,-0.682170230009739,-0.6760299565427744,0.21339313051621076,-0.27869020827387486,-1.9873538857385171,208
Serbia,-0.7246399451793193,0.04219209053398636,-0.6224475915182656,-1.1704452637034604,-1.1478590160295377,209
Kazakhstan,-0.8296742417433862,-0.22795061006427259,0.008404057358633671,-1.303520743307655,-1.7956296709602513,210
